57.9665013,49.1074792
57.9665013,49.1074792
57.9665013,49.1074792
56.2962532,39.3723255
56.173462,44.068159
56.173462,44.068159
56.009149,37.207123
56.008465,37.206413
56.007121,37.203817
56.006693,37.201024
56.006532,37.20591
56.006356,37.208884
56.005979,37.200341
56.005953,37.203224
56.005264,37.199658
56.00467,37.204689
56.003336,37.203413
56.003064,37.202847
56.002556,37.206324
56.00242,37.203665
56.002345,37.207464
56.001428,37.207285
56.000396,37.210761
55.99943,37.211363
55.999088,37.203566
55.999012,37.20786
55.998816,37.208839
55.998252,37.203871
55.998161,37.206539
55.998041,37.207536
55.997552,37.212504
55.996802,37.209243
55.996591,37.213079
55.99654,37.210159
55.996163,37.204096
55.995966,37.207941
55.995881,37.217472
55.995846,37.208929
55.995695,37.204365
55.995241,37.216798
55.995231,37.204617
55.994844,37.214112
55.994824,37.217328
55.994607,37.21051
55.994456,37.211507
55.993867,37.214705
55.993862,37.209297
55.993741,37.210249
55.992461,37.1777832
55.992387,37.211875
55.992165,37.219511
55.991893,37.21439
55.991893,37.21439
55.991576,37.210636
55.99144,37.211633
55.990881,37.235609
55.989663,37.230713
55.989315,37.229698
55.9854649,37.1863216
55.9853911,37.1873269
55.9852973,37.1883784
55.9834536,37.181989
55.9834062,37.1834645
55.9833834,37.182597
55.9829763,37.15822
55.98294,37.159414
55.982779,37.190199
55.9824093,37.1602716
55.9824093,37.1602716
55.982039,37.189858
55.981817,37.160231
55.981817,37.160231
55.981273,37.189813
55.980719,37.192499
55.9804621,37.1651188
55.9804621,37.1651188
55.9804059,37.1643162
55.9804059,37.1643162
55.9803985,37.1657668
55.9803985,37.1657668
55.980281,37.166555
55.980281,37.166555
55.9799782,37.1634649
55.9799782,37.1634649
55.9796628,37.1626464
55.9796628,37.1626464
55.979656,37.166025
55.9784973,37.1574317
55.9765247,37.1682627
55.97469,37.171119
55.971718,37.154859
55.971718,37.154859
55.9707859,37.1664105
55.9688138,37.2061297
55.9677892,37.1864902
55.9668629,37.1869538
55.9668391,37.2063214
55.9667322,37.2061593
55.9663817,37.2061603
55.9661161,37.2061603
55.9660909,37.1877806
55.9608459,37.2034608
55.9604302,37.2069072
55.9599112,37.2067466
55.9595766,37.2068372
55.9590307,37.2063564
55.9589879,37.206683
55.9581231,37.198703
55.9581067,37.1981409
55.9578325,37.1986019
55.9577334,37.1980484
55.9574779,37.1985976
55.9574008,37.1981007
55.9570895,37.1980799
55.9570525,37.1987453
55.9568354,37.1990885
55.9567844,37.1995734
55.9565942,37.2001598
55.9436346,37.5552506
55.9434718,37.5547226
55.9434707,37.5542409
55.9432702,37.55283
55.943235,37.546552
55.9431268,37.5517106
55.9430952,37.5552065
55.9430618,37.5542483
55.9430574,37.5510183
55.9430418,37.5537558
55.943,37.5561052
55.9429355,37.549552
55.9429339,37.5504087
55.9428048,37.5543642
55.9427573,37.5506966
55.9427299,37.5538798
55.942568,37.5510843
55.9425593,37.550478
55.9425537,37.5564155
55.9425145,37.5496285
55.9424199,37.5545288
55.9423456,37.551256
55.9422954,37.553267
55.94228,37.554094
55.9422729,37.5504628
55.9422595,37.549745
55.9422318,37.5564562
55.9422089,37.555597
55.9421867,37.5521074
55.9421169,37.5541272
55.9420678,37.5571572
55.942027,37.5506372
55.9420152,37.5513163
55.9420076,37.5545757
55.9419993,37.5564732
55.9419963,37.5532924
55.9419303,37.5520679
55.9418379,37.5556468
55.9418379,37.5546427
55.9418126,37.5500109
55.9418006,37.5542368
55.9417916,37.5566727
55.9417786,37.5571442
